YEAR,QUARTER,REGION,SEX,AGE_GROUP,VALUE,UNIT,SOURCE
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"20-24 ปี",5.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"25-29 ปี",1.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"30-34 ปี",.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"35-39 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"40-49 ปี",.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"50-59 ปี",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,ยอดรวม,.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"15-19 ปี",5.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"20-24 ปี",8.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"25-29 ปี",1.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"30-34 ปี",.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"35-39 ปี",1.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"40-49 ปี",.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"50-59 ปี",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,ยอดรวม,1.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"15-19 ปี",7.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"20-24 ปี",4.84,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"25-29 ปี",1.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"30-34 ปี",1.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"35-39 ปี",.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"40-49 ปี",.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"50-59 ปี",.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",รวม,"60 ปีขึ้นไป",.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,ยอดรวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"15-19 ปี",5.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"20-24 ปี",5.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"25-29 ปี",1.84,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"30-34 ปี",1.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"35-39 ปี",.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"40-49 ปี",.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"50-59 ปี",.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",ชาย,"60 ปีขึ้นไป",.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,ยอดรวม,.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"15-19 ปี",9.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"20-24 ปี",3.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"25-29 ปี",1.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"30-34 ปี",.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"35-39 ปี",1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"40-49 ปี",.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"50-59 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","2) ภาคกลาง",หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,ยอดรวม,.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"15-19 ปี",4.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"20-24 ปี",4.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"25-29 ปี",1.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"30-34 ปี",.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"35-39 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"40-49 ปี",.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"50-59 ปี",.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",รวม,"60 ปีขึ้นไป",.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",ชาย,ยอดรวม,.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",ชาย,"15-19 ปี",2.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",ชาย,"20-24 ปี",2.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","3) ภาคเหนือ",ชาย,"25-29 ปี",.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
